time,C_mol,CL_mol,CT_mol,C_wtppm,CL_wtppm,CT_wtppm
0.0,0.0,0.0,0.0,0.0,0.0,0.0
120.0,4.41264534,3.66168571,0.751365906,0.563024048,0.467078094,0.0958715134
600.0,6.50744104,5.45559549,1.05086672,0.830150024,0.696170044,0.134083694
1800.0,9.37725258,7.91508245,1.46094239,1.19642806,1.00989985,0.186433075
7200.0,11.7761164,9.9719305,1.80358326,1.50236404,1.27225327,0.230134369
