time,C_mol,CL_mol,CT_mol,C_wtppm,CL_wtppm,CT_wtppm
0.0,0.0,0.0,0.0,0.0,0.0,0.0
120.0,5.14377403,4.28756571,0.856145874,0.656201721,0.547019409,0.10921611
600.0,7.79051638,6.55468035,1.23455107,0.993921875,0.836294983,0.157488998
1800.0,8.06181717,6.78501558,1.27329624,1.02805161,0.865635742,0.162434753
7200.0,8.06226826,6.78538847,1.27336335,1.02870369,0.865669861,0.162451797
