time,C_mol,CL_mol,CT_mol,C_wtppm,CL_wtppm,CT_wtppm
0.0,0.0,0.0,0.0,0.0,0.0,0.0
120.0,3.27512002,2.68686366,0.589136047,0.417825378,0.342815155,0.0751282578
600.0,5.4021492,4.50865459,0.893055115,0.689026794,0.575162231,0.113909447
1800.0,7.11875153,5.98008347,1.13847768,0.908243225,0.762858032,0.145219894
7200.0,7.54330683,6.34325647,1.19912326,0.962383728,0.808869263,0.152878143
