displacement/m,displacement/mm,force/kN,force/N
4.880499533481664e-06,0.004880499533481663,0.06539999999999953,65.39999999999952
5.041819220659489e-06,0.005041819220659489,0.06764766720144828,67.64766720144829
5.203138907837315e-06,0.005203138907837315,0.06989533440289705,69.89533440289705
5.364458595015141e-06,0.00536445859501514,0.0721430016043458,72.1430016043458
5.525778282192966e-06,0.005525778282192966,0.07439066880579456,74.39066880579456
5.687097969370792e-06,0.005687097969370792,0.07663833600724324,76.63833600724324
5.8484176565486185e-06,0.005848417656548618,0.07888600320869191,78.8860032086919
6.009737343726444e-06,0.006009737343726444,0.08113367041014054,81.13367041014054
6.171057030904269e-06,0.006171057030904269,0.08338133761158918,83.38133761158919
6.3323767180820955e-06,0.006332376718082095,0.08562900481303783,85.62900481303782
6.493696405259921e-06,0.006493696405259921,0.08787667201448647,87.87667201448647
6.655016092437748e-06,0.006655016092437747,0.09012433921593513,90.12433921593512
6.816335779615573e-06,0.006816335779615573,0.09237200641738377,92.37200641738377
6.977655466793398e-06,0.006977655466793398,0.09461967361883239,94.6196736188324
7.1389751539712255e-06,0.007138975153971225,0.09686734082028108,96.86734082028107
7.30029484114905e-06,0.00730029484114905,0.09911500802172972,99.11500802172972
7.461614528326876e-06,0.007461614528326876,0.10136267522317835,101.36267522317836
7.6229342155047025e-06,0.007622934215504702,0.10361034242462702,103.61034242462702
7.784253902682528e-06,0.007784253902682527,0.10585800962607565,105.85800962607566
7.945573589860355e-06,0.007945573589860354,0.10810567682752431,108.1056768275243
8.10689327703818e-06,0.00810689327703818,0.11035334402897294,110.35334402897294
8.268212964216006e-06,0.008268212964216006,0.1126010112304216,112.6010112304216
8.42953265139383e-06,0.008429532651393831,0.11484867843187024,114.84867843187024
8.590852338571656e-06,0.008590852338571656,0.11709634563331889,117.09634563331889
8.752172025749484e-06,0.008752172025749483,0.11934401283476755,119.34401283476754
8.913491712927309e-06,0.008913491712927308,0.12159168003621619,121.59168003621619
9.074811400105135e-06,0.009074811400105135,0.12383934723766486,123.83934723766487
9.23613108728296e-06,0.00923613108728296,0.1260870144391135,126.08701443911349
9.397450774460785e-06,0.009397450774460785,0.1283346816405621,128.3346816405621
9.558770461638611e-06,0.009558770461638612,0.13058234884201078,130.5823488420108
9.720090148816438e-06,0.009720090148816437,0.1328300160434594,132.8300160434594
9.881409835994264e-06,0.009881409835994264,0.1350776832449081,135.0776832449081
1.004272952317209e-05,0.01004272952317209,0.13732535044635677,137.32535044635677
1.0204049210349914e-05,0.010204049210349914,0.13957301764780536,139.57301764780536
1.036536889752774e-05,0.010365368897527741,0.141820684849254,141.820684849254
1.0526688584705567e-05,0.010526688584705566,0.14406835205070262,144.06835205070263
1.0688008271883394e-05,0.010688008271883393,0.14631601925215137,146.31601925215136
1.0849327959061218e-05,0.010849327959061218,0.14856368645360002,148.5636864536
1.1010647646239043e-05,0.011010647646239043,0.15081135365504858,150.81135365504858
1.117196733341687e-05,0.01117196733341687,0.15305902085649722,153.05902085649723
1.1333287020594695e-05,0.011333287020594695,0.1553066880579459,155.3066880579459
1.1494606707772523e-05,0.011494606707772522,0.1575543552593946,157.55435525939458
1.1655926394950348e-05,0.011655926394950347,0.15980202246084316,159.80202246084315
1.1817246082128172e-05,0.011817246082128172,0.16204968966229177,162.04968966229177
1.1978565769305999e-05,0.011978565769306,0.16429735686374047,164.29735686374048
1.2139885456483825e-05,0.012139885456483826,0.16654502406518912,166.54502406518912
1.2301205143661652e-05,0.012301205143661651,0.1687926912666378,168.7926912666378
1.2462524830839477e-05,0.012462524830839476,0.17104035846808643,171.04035846808642
1.2623844518017302e-05,0.012623844518017301,0.17328802566953505,173.28802566953505
1.2785164205195128e-05,0.012785164205195128,0.17553569287098372,175.53569287098372
1.2946483892372953e-05,0.012946483892372953,0.17778336007243234,177.78336007243234
1.310780357955078e-05,0.01310780357955078,0.180031027273881,180.03102727388102
1.3269123266728606e-05,0.013269123266728605,0.18227869447532968,182.27869447532967
1.3430442953906432e-05,0.013430442953906432,0.18452636167677833,184.52636167677832
1.3591762641084257e-05,0.013591762641084257,0.186774028878227,186.774028878227
1.3753082328262082e-05,0.013753082328262082,0.18902169607967562,189.02169607967562
1.3914402015439909e-05,0.013914402015439909,0.19126936328112426,191.26936328112427
1.4075721702617733e-05,0.014075721702617734,0.1935170304825729,193.5170304825729
1.4237041389795562e-05,0.014237041389795561,0.19576469768402155,195.76469768402154
1.4398361076973386e-05,0.014398361076973386,0.1980123648854702,198.0123648854702
1.4559680764151211e-05,0.014559680764151211,0.20026003208691878,200.26003208691878
1.4721000451329038e-05,0.014721000451329038,0.20250769928836748,202.5076992883675
1.4882320138506863e-05,0.014882320138506863,0.20475536648981613,204.75536648981614
1.504363982568469e-05,0.01504363982568469,0.20700303369126483,207.00303369126482
1.5204959512862516e-05,0.015204959512862515,0.20925070089271344,209.25070089271344
1.536627920004034e-05,0.01536627920004034,0.2114983680941621,211.4983680941621
1.5527598887218167e-05,0.015527598887218167,0.21374603529561073,213.74603529561074
1.5688918574395993e-05,0.015688918574395992,0.21599370249705935,215.99370249705936
1.585023826157382e-05,0.01585023826157382,0.21824136969850808,218.24136969850807
1.6011557948751643e-05,0.016011557948751642,0.2204890368999566,220.4890368999566
