time,C_mol,CL_mol,CT_mol,C_wtppm,CL_wtppm,CT_wtppm
0.0,0.0,0.0,0.0,0.0,0.0,0.0
120.0,7.20710802,6.05495977,1.15079737,0.919390686,0.772356812,0.146821442
600.0,11.3883066,9.64040661,1.74885964,1.45277715,1.22976744,0.223082733
1800.0,12.0366478,10.1956263,1.84119654,1.53564155,1.30085504,0.234895706
7200.0,12.0405731,10.1990309,1.8427527,1.53612745,1.30107105,0.23495668
