time,C_mol,CL_mol,CT_mol,C_wtppm,CL_wtppm,CT_wtppm
0.0,0.0,0.0,0.0,0.0,0.0,0.0
120.0,6.95368528,5.83871841,1.11496687,0.887094543,0.745035339,0.142229126
600.0,10.7242785,9.0708046,1.65365303,1.36802912,1.15723646,0.210975082
1800.0,11.1782923,9.45828819,1.71853936,1.42577803,1.20686483,0.219226166
7200.0,11.1793194,9.45909309,1.71869469,1.4258014,1.20695865,0.21923671
