time,C_mol,CL_mol,CT_mol,C_wtppm,CL_wtppm,CT_wtppm
0.0,0.0,0.0,0.0,0.0,0.0,0.0
120.0,7.07622814,5.94462585,1.13257563,0.902924438,0.758251221,0.144468628
600.0,10.6645947,9.02134228,1.64525032,1.36043632,1.15069842,0.209906784
1800.0,11.0012817,9.31203556,1.69400382,1.40351069,1.18755162,0.216017517
7200.0,11.0020685,9.31231117,1.69426346,1.40359426,1.18757951,0.216173706
