
                     X                   displacement                force         

                   0.                       0.                      -0.            
                   5.                       9.00000286E-03         124.972519      
                  10.                      18.0000057E-03          249.93454       
                  15.                      27.0000057E-03          374.886017      
                  20.                      36.0000114E-03          499.827057      
                  25.                      45.E-03                 624.757629      
                  30.                      54.0000114E-03          749.677673      
                  35.                      62.9999924E-03          874.587219      
                  40.                      72.0000229E-03          999.486084      
                  45.                      80.9999924E-03            1.12437487E+03
                  50.                      90.E-03                   1.24925292E+03
                  55.                      98.9999847E-03            1.37412047E+03
                  60.                     108.000023E-03             1.49897766E+03
                  65.                     117.000038E-03             1.62382424E+03
                  70.                     125.999985E-03             1.74866056E+03
                  75.                     135.E-03                   1.87348604E+03
                  80.                     144.000046E-03             1.99830139E+03
                  85.                     152.999954E-03             2.12310624E+03
                  90.                     161.999985E-03             2.24790049E+03
                  95.                     171.E-03                   2.372684E+03  
                 100.                     180.E-03                   2.49745727E+03
                 105.                     189.E-03                   2.62222004E+03
                 110.                     197.999969E-03             2.74697232E+03
                 115.                     206.999939E-03             2.87171412E+03
                 120.                     216.000046E-03             2.99644566E+03
                 125.                     224.999939E-03             3.12116671E+03
                 130.                     234.000076E-03             3.24587727E+03
                 135.                     243.000015E-03             3.3705771E+03 
                 140.                     251.999969E-03             3.49526644E+03
                 145.                     261.000061E-03             3.61994576E+03
                 150.                     270.E-03                   3.7446146E+03 
                 155.                     278.999939E-03             3.86927295E+03
                 160.                     288.000092E-03             3.99392009E+03
                 165.                     296.999969E-03             4.11855698E+03
                 170.                     305.999908E-03             4.24318027E+03
                 175.                     315.E-03                   4.36777067E+03
                 180.                     323.999969E-03             4.49234056E+03
                 185.                     333.000092E-03             4.61687613E+03
                 190.                     342.E-03                   4.74137878E+03
                 195.                     350.999939E-03             4.86585283E+03
                 200.                     360.E-03                   4.99028063E+03
                 205.                     369.000092E-03             5.11466885E+03
                 210.                     378.E-03                   5.23900604E+03
                 215.                     387.000061E-03             5.36329174E+03
                 220.                     395.999939E-03             5.48751736E+03
                 225.                     405.000031E-03             5.61167955E+03
                 230.                     413.999878E-03             5.73577166E+03
                 235.                     423.000092E-03             5.8597908E+03 
                 240.                     432.000092E-03             5.98373461E+03
                 245.                     441.E-03                   6.1076045E+03 
                 250.                     449.999878E-03             6.23139048E+03
