time,C_mol,CL_mol,CT_mol,C_wtppm,CL_wtppm,CT_wtppm
0.0,0.0,0.0,0.0,0.0,0.0,0.0
120.0,5.26103544,4.38848877,0.872608704,0.671111755,0.559789062,0.111340866
600.0,8.89330578,7.50315046,1.39205599,1.13472986,0.957356689,0.177592682
1800.0,11.0641422,9.36279106,1.70199633,1.41166592,1.19450474,0.21713887
7200.0,11.3463469,9.60599232,1.74245405,1.44823635,1.22619915,0.222292801
