time,C_mol,CL_mol,CT_mol,C_wtppm,CL_wtppm,CT_wtppm
0.0,0.0,0.0,0.0,0.0,0.0,0.0
120.0,5.52525043,4.61563873,0.910822693,0.704897705,0.588908875,0.116162598
600.0,9.27135277,7.82557869,1.44602013,1.1828841,0.998387329,0.184495697
1800.0,10.5978518,8.96123886,1.63554537,1.35195923,1.14328074,0.208691238
7200.0,10.6567755,9.01304913,1.64447379,1.35944438,1.14996278,0.209828888
