time,C_mol,CL_mol,CT_mol,C_wtppm,CL_wtppm,CT_wtppm
0.0,0.0,0.0,0.0,0.0,0.0,0.0
120.0,4.74286938,3.94424057,0.798800903,0.605160828,0.503097595,0.101910866
600.0,6.88085127,5.77657318,1.10463977,0.878000488,0.736850403,0.140922882
1800.0,7.0190773,5.89538383,1.12490046,0.896021912,0.752077087,0.143513718
7200.0,7.01907825,5.89538813,1.12490153,0.896061279,0.75207843,0.143513992
