time,C_mol,CL_mol,CT_mol,C_wtppm,CL_wtppm,CT_wtppm
0.0,0.0,0.0,0.0,0.0,0.0,0.0
120.0,3.92232227,3.24158931,0.681490845,0.500450317,0.413492584,0.0869230118
600.0,6.5865345,5.52381134,1.06220233,0.840284851,0.704671753,0.135519455
1800.0,7.65297127,6.43618011,1.21438944,0.976322266,0.82126947,0.154981308
7200.0,7.71579838,6.4887023,1.223037,0.984345398,0.828117859,0.156107025
