time,C_mol,CL_mol,CT_mol,C_wtppm,CL_wtppm,CT_wtppm
0.0,0.0,0.0,0.0,0.0,0.0,0.0
120.0,6.76625681,5.67805195,1.0880568,0.863098755,0.72436261,0.138806076
600.0,9.7806654,8.26188755,1.51899469,1.24774098,1.05403626,0.193778625
1800.0,9.96803188,8.42020798,1.54572725,1.27098107,1.07421863,0.197154144
7200.0,9.96803856,8.42021942,1.54572797,1.27098131,1.07421875,0.197154236
