time,C_mol,CL_mol,CT_mol,C_wtppm,CL_wtppm,CT_wtppm
0.0,0.0,0.0,0.0,0.0,0.0,0.0
120.0,5.41268158,4.51785183,0.89432196,0.690432129,0.576360901,0.114119255
600.0,8.74841499,7.37724543,1.37155831,1.11607766,0.941192139,0.174964233
1800.0,9.43649006,7.96504307,1.46979415,1.20377421,1.01630139,0.187481781
7200.0,9.44701576,7.9722724,1.47145176,1.20467305,1.01743531,0.187624344
