time,C_mol,CL_mol,CT_mol,C_wtppm,CL_wtppm,CT_wtppm
0.0,0.0,0.0,0.0,0.0,0.0,0.0
120.0,4.06749249,3.36555696,0.702073975,0.518892151,0.429304169,0.0895991211
600.0,6.60492182,5.54156113,1.06509447,0.842807068,0.706951355,0.13588765
1800.0,7.18296099,6.03655672,1.14780343,0.91659967,0.770125,0.146449005
7200.0,7.19159651,6.04658413,1.14884174,0.917960876,0.77137085,0.146635941
