time,C_mol,CL_mol,CT_mol,C_wtppm,CL_wtppm,CT_wtppm
0.0,0.0,0.0,0.0,0.0,0.0,0.0
120.0,6.34189606,5.31504202,1.02725601,0.809172546,0.678061829,0.13107225
600.0,9.8520174,8.32376003,1.52877343,1.25710499,1.06180382,0.195068909
1800.0,10.3115921,8.71741295,1.59394705,1.31553853,1.11185265,0.20339592
7200.0,10.3124647,8.71854782,1.59404242,1.31605709,1.11199749,0.20349852
