displacement/m,displacement/mm,force/kN,force/N
8.284665237426382e-06,0.008284665237426382,0.10956666666666673,109.56666666666673
8.590633339012732e-06,0.008590633339012731,0.11370549717682527,113.70549717682526
8.896601440599078e-06,0.008896601440599079,0.11784432768698379,117.84432768698379
9.202569542185428e-06,0.009202569542185427,0.12198315819714231,121.98315819714232
9.508537643771776e-06,0.009508537643771776,0.12612198870730087,126.12198870730087
9.814505745358124e-06,0.009814505745358124,0.13026081921745936,130.26081921745936
1.0120473846944473e-05,0.010120473846944473,0.13439964972761792,134.3996497276179
1.0426441948530821e-05,0.010426441948530821,0.13853848023777643,138.53848023777644
1.0732410050117169e-05,0.010732410050117169,0.14267731074793494,142.67731074793494
1.1038378151703517e-05,0.011038378151703518,0.14681614125809347,146.81614125809347
1.1344346253289866e-05,0.011344346253289866,0.150954971768252,150.95497176825202
1.1650314354876214e-05,0.011650314354876214,0.15509380227841052,155.09380227841052
1.1956282456462562e-05,0.011956282456462563,0.15923263278856908,159.23263278856908
1.2262250558048912e-05,0.012262250558048911,0.16337146329872762,163.37146329872763
1.2568218659635258e-05,0.012568218659635259,0.1675102938088861,167.5102938088861
1.287418676122161e-05,0.01287418676122161,0.17164912431904472,171.64912431904472
1.3180154862807957e-05,0.013180154862807957,0.17578795482920317,175.7879548292032
1.3486122964394303e-05,0.013486122964394304,0.17992678533936177,179.92678533936177
1.3792091065980655e-05,0.013792091065980654,0.1840656158495203,184.0656158495203
1.4098059167567001e-05,0.014098059167567002,0.18820444635967884,188.20444635967883
1.440402726915335e-05,0.01440402726915335,0.19234327686983735,192.34327686983735
1.47099953707397e-05,0.0147099953707397,0.1964821073799959,196.4821073799959
1.5015963472326046e-05,0.015015963472326047,0.20062093789015445,200.62093789015444
1.5321931573912396e-05,0.015321931573912395,0.20475976840031296,204.75976840031296
1.5627899675498744e-05,0.015627899675498744,0.2088985989104715,208.8985989104715
1.593386777708509e-05,0.01593386777708509,0.21303742942063003,213.03742942063002
1.6239835878671443e-05,0.016239835878671442,0.21717625993078862,217.17625993078863
1.654580398025779e-05,0.01654580398025779,0.2213150904409471,221.3150904409471
1.6851772081844135e-05,0.016851772081844137,0.22545392095110564,225.45392095110563
1.7157740183430483e-05,0.017157740183430484,0.22959275146126412,229.59275146126413
1.7463708285016834e-05,0.017463708285016834,0.23373158197142269,233.73158197142268
1.7769676386603182e-05,0.01776967638660318,0.23787041248158122,237.8704124815812
1.8075644488189534e-05,0.018075644488189532,0.2420092429917398,242.0092429917398
1.8381612589775878e-05,0.01838161258977588,0.24614807350189827,246.14807350189827
1.8687580691362226e-05,0.018687580691362227,0.25028690401205683,250.28690401205685
1.8993548792948574e-05,0.018993548792948574,0.25442573452221534,254.42573452221532
1.9299516894534925e-05,0.019299516894534924,0.25856456503237396,258.56456503237393
1.9605484996121273e-05,0.01960548499612127,0.2627033955425324,262.7033955425324
1.991145309770762e-05,0.019911453097707622,0.266842226052691,266.842226052691
2.021742119929397e-05,0.02021742119929397,0.27098105656284954,270.9810565628495
2.0523389300880317e-05,0.020523389300880317,0.27511988707300805,275.11988707300804
2.0829357402466665e-05,0.020829357402466664,0.27925871758316656,279.2587175831666
2.1135325504053016e-05,0.021135325504053015,0.2833975480933251,283.3975480933251
2.1441293605639364e-05,0.021441293605639365,0.2875363786034837,287.5363786034837
2.174726170722571e-05,0.021747261707225712,0.2916752091136422,291.6752091136422
2.205322980881206e-05,0.02205322980881206,0.2958140396238007,295.8140396238007
2.2359197910398407e-05,0.022359197910398407,0.2999528701339592,299.9528701339592
2.2665166011984755e-05,0.022665166011984754,0.3040917006441177,304.09170064411774
2.2971134113571103e-05,0.022971134113571105,0.30823053115427634,308.2305311542763
2.3277102215157454e-05,0.023277102215157455,0.3123693616644349,312.3693616644349
2.3583070316743802e-05,0.023583070316743802,0.31650819217459336,316.5081921745934
2.388903841833015e-05,0.02388903841833015,0.3206470226847519,320.6470226847519
2.4195006519916498e-05,0.024195006519916497,0.32478585319491043,324.78585319491043
2.4500974621502843e-05,0.024500974621502844,0.32892468370506894,328.92468370506896
2.4806942723089197e-05,0.024806942723089198,0.3330635142152276,333.0635142152276
2.5112910824675545e-05,0.025112910824675545,0.33720234472538607,337.20234472538607
2.5418878926261893e-05,0.025418878926261892,0.3413411752355446,341.3411752355446
2.572484702784824e-05,0.02572484702784824,0.3454800057457031,345.48000574570307
2.6030815129434586e-05,0.026030815129434587,0.3496188362558616,349.6188362558616
2.6336783231020933e-05,0.026336783231020934,0.3537576667660201,353.7576667660201
2.6642751332607288e-05,0.026642751332607288,0.3578964972761788,357.89649727617876
2.6948719434193636e-05,0.026948719434193635,0.3620353277863373,362.0353277863373
2.7254687535779984e-05,0.027254687535779983,0.3661741582964958,366.1741582964958
2.756065563736633e-05,0.02756065563736633,0.37031298880665436,370.31298880665435
2.7866623738952676e-05,0.027866623738952677,0.3744518193168128,374.4518193168128
2.8172591840539024e-05,0.028172591840539024,0.37859064982697127,378.5906498269713
2.847855994212538e-05,0.028478559942125378,0.38272948033712995,382.7294803371299
2.8784528043711727e-05,0.028784528043711725,0.3868683108472885,386.8683108472885
2.909049614529807e-05,0.029090496145298073,0.3910071413574471,391.0071413574471
2.939646424688442e-05,0.02939646424688442,0.3951459718676056,395.14597186760557
2.9702432348470767e-05,0.029702432348470767,0.39928480237776404,399.28480237776404
3.0008400450057115e-05,0.030008400450057114,0.40342363288792255,403.42363288792257
3.031436855164347e-05,0.03031436855164347,0.4075624633980812,407.5624633980812
3.062033665322982e-05,0.030620336653229815,0.4117012939082397,411.7012939082397
3.0926304754816165e-05,0.030926304754816163,0.4158401244183981,415.84012441839815
3.123227285640251e-05,0.03123227285640251,0.4199789549285567,419.9789549285567
3.1538240957988854e-05,0.03153824095798886,0.4241177854387152,424.1177854387152
3.18442090595752e-05,0.031844209059575204,0.42825661594887376,428.2566159488738
3.215017716116156e-05,0.03215017716116156,0.43239544645903244,432.3954464590324
3.2456145262747905e-05,0.032456145262747906,0.4365342769691909,436.5342769691909
3.276211336433425e-05,0.03276211336433425,0.4406731074793494,440.6731074793494
3.30680814659206e-05,0.0330680814659206,0.4448119379895079,444.8119379895079
3.337404956750695e-05,0.03337404956750695,0.4489507684996665,448.9507684996665
3.36800176690933e-05,0.0336800176690933,0.453089599009825,453.089599009825
3.398598577067965e-05,0.03398598577067965,0.4572284295199836,457.2284295199836
3.4291953872266e-05,0.034291953872265996,0.46136726003014217,461.3672600301422
3.459792197385234e-05,0.03459792197385234,0.4655060905403006,465.50609054030065
3.490389007543869e-05,0.03490389007543869,0.46964492105045913,469.6449210504591
3.5209858177025036e-05,0.03520985817702504,0.47378375156061764,473.78375156061765
3.551582627861139e-05,0.03551582627861139,0.4779225820707763,477.9225820707763
3.582179438019774e-05,0.03582179438019774,0.48206141258093477,482.06141258093476
3.6127762481784086e-05,0.036127762481784086,0.4862002430910932,486.2002430910932
3.6433730583370434e-05,0.03643373058337043,0.4903390736012518,490.3390736012518
3.673969868495678e-05,0.03673969868495678,0.4944779041114104,494.4779041114104
3.704566678654313e-05,0.03704566678654313,0.49861673462156886,498.61673462156887
3.7351634888129485e-05,0.03735163488812948,0.5027555651317275,502.7555651317275
3.7657602989715826e-05,0.03765760298971583,0.506894395641886,506.894395641886
3.7963571091302174e-05,0.037963571091302176,0.5110332261520446,511.0332261520446
3.826953919288852e-05,0.03826953919288852,0.5151720566622031,515.1720566622031
