time,C_mol,CL_mol,CT_mol,C_wtppm,CL_wtppm,CT_wtppm
0.0,0.0,0.0,0.0,0.0,0.0,0.0
120.0,4.65317488,3.86803246,0.786291504,0.593748657,0.49342868,0.100267105
600.0,7.74358559,6.5157938,1.22787583,0.988054749,0.831285339,0.156635117
1800.0,8.71655846,7.35049295,1.36706126,1.11243272,0.937839905,0.174376984
7200.0,8.75081253,7.37880564,1.37211311,1.11708307,0.941499207,0.174971054
