
                     X                   displacement                force         

                   0.                       0.                      -0.            
                   5.                      12.499999E-03            78.8095245     
                  10.                      24.9999981E-03          157.651855      
                  15.                      37.5000076E-03          236.527023      
                  20.                      49.9999962E-03          315.434967      
                  25.                      62.5E-03                394.375732      
                  30.                      75.0000153E-03          473.33963       
                  35.                      87.4999924E-03          551.957031      
                  40.                      99.9999924E-03          629.69043       
                  45.                     112.499977E-03           705.942383      
                  50.                     125.E-03                 780.261353      
                  55.                     137.500031E-03           852.345215      
                  60.                     150.000031E-03           922.049805      
                  65.                     162.499969E-03           989.125244      
                  70.                     174.999985E-03             1.05369282E+03
                  75.                     187.5E-03                  1.11554706E+03
                  80.                     199.999985E-03             1.1748693E+03 
                  85.                     212.500061E-03             1.23158979E+03
                  90.                     224.999954E-03             1.28563392E+03
                  95.                     237.500046E-03             1.33708215E+03
                 100.                     250.E-03                   1.38564956E+03
                 105.                     262.499969E-03             1.43183005E+03
                 110.                     275.000061E-03             1.47506618E+03
                 115.                     287.499969E-03             1.51448941E+03
                 120.                     300.000061E-03             1.55081093E+03
                 125.                     312.5E-03                  1.583866E+03  
                 130.                     324.999939E-03             1.61391628E+03
                 135.                     337.500061E-03             1.64098227E+03
                 140.                     349.999969E-03             1.66537285E+03
                 145.                     362.500061E-03             1.68728185E+03
                 150.                     375.E-03                   1.70688581E+03
                 155.                     387.499939E-03             1.72485054E+03
                 160.                     399.999969E-03             1.74151671E+03
                 165.                     412.500031E-03             1.75687313E+03
                 170.                     425.000122E-03             1.77066827E+03
                 175.                     437.5E-03                  1.78349626E+03
                 180.                     449.999908E-03             1.7953819E+03 
                 185.                     462.499939E-03             1.80614924E+03
                 190.                     475.000092E-03             1.81615889E+03
                 195.                     487.500122E-03             1.82537663E+03
                 200.                     500.E-03                   1.83384192E+03
                 205.                     512.499939E-03             1.8416996E+03 
                 210.                     524.999939E-03             1.84886336E+03
                 215.                     537.500122E-03             1.85549331E+03
                 220.                     550.000122E-03             1.86160767E+03
                 225.                     562.5E-03                  1.86727679E+03
                 230.                     574.999939E-03             1.87253749E+03
                 235.                     587.499878E-03             1.8774085E+03 
                 240.                     600.000122E-03             1.88195467E+03
                 245.                     612.500122E-03             1.88619125E+03
                 250.                     625.E-03                   1.89015114E+03
