time,C_mol,CL_mol,CT_mol,C_wtppm,CL_wtppm,CT_wtppm
0.0,0.0,0.0,0.0,0.0,0.0,0.0
120.0,6.32886267,5.30435038,1.0254271,0.807410828,0.676529968,0.130826431
600.0,10.4907017,8.87114811,1.62052798,1.33859861,1.13181031,0.206704391
1800.0,11.6629829,9.87630653,1.78804219,1.48788619,1.25990474,0.228050552
7200.0,11.6953135,9.90607166,1.79290688,1.49219143,1.26319039,0.228618698
