time,C_mol,CL_mol,CT_mol,C_wtppm,CL_wtppm,CT_wtppm
0.0,0.0,0.0,0.0,0.0,0.0,0.0
120.0,3.78358722,3.12228918,0.66145166,0.482657135,0.39826123,0.0844165955
600.0,6.33138514,5.30532074,1.02587962,0.807594482,0.676882935,0.130864227
1800.0,8.09288216,6.81508827,1.27776217,1.03247809,0.869445312,0.163013153
7200.0,8.40629578,7.08208942,1.32287824,1.07252979,0.903909058,0.168775177
