time,C_mol,CL_mol,CT_mol,C_wtppm,CL_wtppm,CT_wtppm
0.0,0.0,0.0,0.0,0.0,0.0,0.0
120.0,4.00402689,3.3108871,0.69309375,0.510823792,0.422341339,0.0884175491
600.0,6.39605665,5.36101627,1.03516936,0.815887695,0.683867615,0.132070068
1800.0,6.84303331,5.74370718,1.09900022,0.872971741,0.732708008,0.140213181
7200.0,6.84707212,5.74969435,1.09989238,0.87347229,0.733055786,0.140305283
