time,C_mol,CL_mol,CT_mol,C_wtppm,CL_wtppm,CT_wtppm
0.0,0.0,0.0,0.0,0.0,0.0,0.0
120.0,5.38073063,4.49106503,0.890052429,0.686506836,0.57293573,0.113555748
600.0,8.55404377,7.21033621,1.34368086,1.09124613,0.920059387,0.171398209
1800.0,9.0944519,7.67337608,1.42105508,1.16022086,0.979092957,0.181232376
7200.0,9.0968256,7.67560148,1.42180943,1.16053295,0.979994019,0.181305008
