time,C_mol,CL_mol,CT_mol,C_wtppm,CL_wtppm,CT_wtppm
0.0,0.0,0.0,0.0,0.0,0.0,0.0
120.0,5.18318033,4.32264042,0.861784546,0.661286072,0.551412109,0.109932129
600.0,8.7799263,7.40272713,1.37583816,1.12005424,0.944417114,0.175507416
1800.0,10.6457157,9.00230694,1.64236236,1.3580246,1.14842367,0.209520218
7200.0,10.8333788,9.15931606,1.66824794,1.3817991,1.16836643,0.212892349
