time,C_mol,CL_mol,CT_mol,C_wtppm,CL_wtppm,CT_wtppm
0.0,0.0,0.0,0.0,0.0,0.0,0.0
120.0,3.37293696,2.76935315,0.60260553,0.430178528,0.353259857,0.0768808823
600.0,4.48641825,3.72439218,0.762169739,0.572378296,0.475166962,0.0972254486
1800.0,6.37318563,5.34126091,1.03183222,0.813017883,0.681430237,0.13163765
7200.0,9.14681244,7.71801996,1.42813194,1.16654205,0.984580383,0.18219101
